0	b'@nand_krish007 #Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI'
0	b'twitter people when someone blocks u can they see ur twitts direct to them? #twitter'
1	b'#twitter is sooo trash ritenow with all dezz #highscoolmemories -__-'
1	b"RT @LCmediaHouse: 4chan's Chris Poole: #Facebook & #Google Are Doing It Wrong http://t.co/ZIxfa91N | via @RWW #socialmedia"
1	b'@RonakKataria @apple you heard of testing before deploying updates. Difference between microsoft & apple: None'
1	b'"Yeh behatreen samay hay parivar honeka" says the #microsoft #ad in hindi. Preaching family values to indians? Get a local ad agency guys'
0	b'@apple so why is the ios support for 2nd gen ipods discontinued? It is only 3 years old? Give us an ios update please!'
0	b"@Bthompson16 if I was #toocool for #twitter then I wouldn't go on it and as a result my life would be boring so I don't think I am"
1	b"I sware to go, #windows and #microsoft will be the death of me...I don't know why I keep giving windows (cont) http://t.co/3rkOchzr"
0	b"People aren't the same as they wanna be perceived on #twitter...Please believe I'm that crazy bitch at work who slaps everyones ass in line"
1	b"#skype is ruining the friendship with your aggressive #microsoft type selling. If i need something i'll ask. Thank you..."
1	b'#microsoft #careers site is giving errors for any thing i search!! #weird\nhttp://t.co/vJ2JpKtM http://t.co/02dYONXz'
0	b'Going to the @apple store today to get this laptop situation figured out'
0	b"#Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that dosent happen!"
0	b"Why didn't @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly."
1	b'@8Sunni Yeah shit happens, #Twitter is a real whore sometimes!'
0	b"Laundering Ari's iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple"
1	b"@joannejacobs I'd like to criticise #Microsoft's Steve Ballmer face-to-face for all the pain & suffering their products cause. #justsaying"
1	b'#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided...'
1	b'We need dates! #google #samsung #launchfail'
1	b'#Microsoft #Outlook #2011 for #Mac #sucks #hate'
1	b'One would think the voice recognition on the @apple tech support line would work a little better.'
0	b'RT @TerryStorch: With @twitter and @apple partnership, would be great if SMS from 40404 to iOS devices would use imessage.'
1	b'#Skype is underwhelming: I use skype. It was recently bought by #Microsoft for  $8.5 billion. As such it has a v... http://t.co/Xli2bR42'
0	b"@Apple iOS5 is all well and good and has nice new features, but I'm still waiting on an app that will go to work for me."
1	b'Fixing a pc that thinks it is 1601. I thought #Microsoft had the Y1.6K issue fixed already. #Techsupport'
1	b'@FishMama: If you made a purchase, just wait for the @apple survey! hate going b/c of the bad #custserv'
0	b'@AsgariAJ #iPhone need to tell @Apple that'
1	b'@theresamarosy haha k, thought everybody knew #Microsoft sucks.'
0	b'So ya my ITunes is in Japanese???\n@apple\n#lostasamothafucka'
0	b'What is the difference between #twitter and #googleplus??'
1	b"@apple, \nNo, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now"
0	b'But @att is "working" with @apple to make their iPhone say 4G RT @JFSikora: @TCPJ_Mickey I\'m so glad Apple is not slinging that crap.'
0	b'Waiting at end of 20 person line after checking in on time for my "genius bar" appt. @apple store...I do not find this system "genius" #FAIL'
1	b"Codename or not, awesome or not, I have a hard time taking ANYTHING called 'Ice Cream Sandwich' seriously. #google #android #sticky #melts"
0	b"Does the iPhone4S no longer have that stupid 'network lost' pop up - possibly the most annoying thing ever that you cannot turn off @apple ?"
1	b"They need to talk about the battery life impact of #AndroidBeam. It can't be good news. #Google #Android #ICS"
0	b'@rygurl you need an @apple iphone4S with Siri!'
1	b'Frustrated that I bought a new macbook pro from @apple only to find it doesnt ship with media! #expensivepaperweight'
1	b'I HATE #TWITTER'
1	b'#Nokia co-operation with #Microsoft listed as the 4th riskiest business move of the year: http://t.co/IYo86gVj'
0	b"My iPhone 4S battery lasted longer than a day. That hasn't happened since my edge iPhone. Nice job, @apple."
1	b"#Google introduce new Android tablet called 'Ice Cream Sandwich'? I'm a #Singaporean, and I'm (very) confused."
1	b'@ford should have teamed up with @Apple instead of @microsoft to make this SYNC system in my new focus. \nCar is sweet SYNC is #EpicFail'
0	b"@blackberry is like the #Titanic and it seems everyone is running for the @apple #iPhone life rafts and there won't be enough for everyone!"
0	b'@KeepnUpWitTBoyd @AppStore @iTunesMusic they fixed a bug Thursday after I had done my update? Thus my issue, spent Fri @apple  #iOS5'
0	b"@rjpittman Why you won't use your @apple account."
