0	b'@nand_krish007 #Microsoft arrogance again - Ballmer says you need to be a computer scientist to use #Android http://t.co/pltitgeI'
0	b'@Apple why no Macbook mirroring onto AppleTV via #Airplay?'
0	b'twitter people when someone blocks u can they see ur twitts direct to them? #twitter'
1	b'RT @RoycinD: FINALLY ! Power + Volume = Screenshot. No more rooting required! #Google #ICS #galaxynexus'
1	b'Thank you Steve @apple store 5th av. http://t.co/nSAisriP'
1	b"RT @LCmediaHouse: 4chan's Chris Poole: #Facebook & #Google Are Doing It Wrong http://t.co/ZIxfa91N | via @RWW #socialmedia"
1	b'Google Ice Cream Sandwich - sounds yummy!  What do you think? http://t.co/gMsgXcq8\n#google #Android #ice cream sandwich'
0	b'That was good but when is it coming out? What carriers? What pricepoints? #android #google'
1	b"iPhone users find the nearest trash for your device it's the correct place ! #Android #Apple #Google #iPhone"
0	b'@Motorola is the Best Android-powered company that is going against @Apple.'
1	b'@RonakKataria @apple you heard of testing before deploying updates. Difference between microsoft & apple: None'
1	b'"Yeh behatreen samay hay parivar honeka" says the #microsoft #ad in hindi. Preaching family values to indians? Get a local ad agency guys'
0	b'@apple so why is the ios support for 2nd gen ipods discontinued? It is only 3 years old? Give us an ios update please!'
0	b"@Bthompson16 if I was #toocool for #twitter then I wouldn't go on it and as a result my life would be boring so I don't think I am"
1	b"I sware to go, #windows and #microsoft will be the death of me...I don't know why I keep giving windows (cont) http://t.co/3rkOchzr"
0	b"People aren't the same as they wanna be perceived on #twitter...Please believe I'm that crazy bitch at work who slaps everyones ass in line"
1	b'loving new technology from @apple iPhone 4s, mac air and iCloud are unreal #technology'
0	b"@MissHell23 Umm, pretty sure I typed @Apple, not you, but okies, why'd you do it, then? *grin*"
1	b'Mmmm Ice Cream Sandwich #Android #Google'
0	b'Thank you, Internet, for allowing me to be Bunny Watson for my friends. #google #imdb #allmusic'
1	b'Soon. Getting ready for the party. #google #android #icecreamsandwich http://t.co/eZjCzLt6'
0	b'At the Genius Bar... Waiting @apple store'
1	b'Lunch today: 19.00  Eating it at #Microsoft while attending #VSLive?  Priceless.'
0	b'New Galaxy Nexus: App Improvements -  New visual voicemail within the phone app #nexus #samsung #google #android bit.ly/nEJbyE'
1	b'#microsoft #careers site is giving errors for any thing i search!! #weird\nhttp://t.co/vJ2JpKtM http://t.co/02dYONXz'
1	b'Android Beam - sharing contacts, articles, files, and games, pretty cool #Google #ICS'
0	b'Going to the @apple store today to get this laptop situation figured out'
0	b'Cat accusing tiger for roaring  #Samsung on @Apple'
0	b"@apple stuck it to @amazon when it unveiled iCloud, showing that the placement of 'i' before the name of even a failed effort yields success"
0	b'Android 4.0 OS Ice Cream Sandwich and the Galaxy Nexus is out.seems that smartphones are named by hungry developers  #Google+'
0	b'#Mango shows #Microsoft still has the taste for smartphone success #Apple #Google http://t.co/C4fy2ffj'
0	b"Hey @apple, androids releasing brand new state of the art phones, whens your new phone come out? What's that? (cont) http://t.co/2sko9l3d"
0	b"Why didn't @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly."
1	b'@8Sunni Yeah shit happens, #Twitter is a real whore sometimes!'
1	b'Video: #Google wallet, see the wow effect http://t.co/mcW78VtG'
0	b'@Rich021 Thank you my friend!  Much appreciated and keep up the great work!  I hope you clean house on #Microsoft #Rewards here! #Retail'
0	b'Thinking more, I want Android to do an iMessage service & for @Google & @Apple to interconnect. They would if the cared about their users.'
1	b"@joannejacobs I'd like to criticise #Microsoft's Steve Ballmer face-to-face for all the pain & suffering their products cause. #justsaying"
1	b'ICS on the Galaxy Nexus has very smooth and responsive screen and widget navigation. #Google #Android #ICS'
1	b'#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided...'
0	b'Can search the last 30 days of Gmail, whether connected or not. #Google #Android #ICS'
0	b"@D_REALRogers BE SLEEP N WHO NOEZ WHERE I BE BUT HOW IT's it U so called sleep but every 5 sec u got a new #twitter post up #btfu"
0	b'@Katieec7 lmao I love it please be on #twitter all the time so I have another friend to @mention'
1	b'We need dates! #google #samsung #launchfail'
0	b'@rohit_bmw Rohit, thanks for being part of my #google+ network!'
1	b'#Microsoft #Outlook #2011 for #Mac #sucks #hate'
0	b'RT @TerryStorch: With @twitter and @apple partnership, would be great if SMS from 40404 to iOS devices would use imessage.'
0	b'Thanks @apple my girlfriend likes #siri more than me now.'
1	b'Sweet Ice Cream Sandwich RT @Pocketlint Google Android 4.0 Ice Cream Sandwich officially detailed #google #ics http://t.co/iUY0DF5S'
0	b'@WonderLaura, Please cld u send me steps on how to add a custom .master files through SPD 2010. i just downloaded some files from #Microsoft'
0	b"@Apple iOS5 is all well and good and has nice new features, but I'm still waiting on an app that will go to work for me."
